iso3c,year,credit_priv_pct_gdp,fdi_pct_gdp,gdp_pc_usd,inflation,remit_pct_gdp,trade_open
IDN,2010,27.2530411349395,2.02517914569356,3065.68348377765,5.13420400767928,0.915919028544745,46.7012738758737
IDN,2011,30.0821993577662,2.30298429381592,3579.46442466152,5.3560477898215,0.775387465928679,50.1800131841104
IDN,2012,33.4341714348422,2.30978031853074,3632.27254030331,4.27949999641975,0.785753675199222,49.5828982992627
IDN,2013,36.0581396070456,2.55135633401058,3566.60284506078,6.41251330156418,0.834434842174634,48.6373726752893
IDN,2014,36.4235451552096,2.81997260412102,3441.06808464008,6.39492540819922,0.959926226606045,48.0801755855227
IDN,2015,39.1187982955119,2.29761639380441,3288.22269725538,6.36312113115612,1.12204462407113,41.9376402415294
IDN,2016,39.4024246939413,0.487372471368879,3521.46943457574,3.5258051568793,0.955775529544706,37.4213418023318
IDN,2017,38.7323495613041,2.01948919812582,3798.88326174526,3.80879806953157,0.885128402978051,39.3554970704606
IDN,2018,38.8054496665639,1.81428979349441,3860.95353090726,3.1983464156241,1.07604827122093,43.0743089552002
IDN,2019,38.3726939516609,2.23336204282241,4106.94856160358,3.03058664969487,1.04248024307832,37.6277775357108
IDN,2020,38.6795390891453,1.81058402027127,3853.70288774146,1.9209680056685,0.91127727787002,32.9721754002427
IDN,2021,36.9908270556254,1.78785563145541,4287.17313995098,1.56012990525673,0.792444188150129,40.2047582749671
IDN,2022,35.2884329632688,1.87264100861425,4730.83484836107,4.20946383402165,0.99228904198387,45.4646701959453
IDN,2023,36.0128888595253,1.57116694173474,4876.30774512252,3.67013142377007,1.05507286323115,41.3362868707652
IDN,2024,36.3924507638113,1.72814032292295,4925.43048751861,,1.14863323387459,42.572647301834
MYS,2010,107.122752573885,4.26864663854031,8899.34505544675,1.62285235577035,0.432489840716057,157.944764886771
MYS,2011,108.425936705379,5.07446032143377,10217.1068585031,3.1744709215131,0.406608260024417,154.937684607226
MYS,2012,114.124529817132,2.8290573817453,10600.5744240026,1.66357102479206,0.411459483093055,147.841754766013
MYS,2013,119.899693910412,3.49431175959971,10713.6407638899,2.10501231233612,0.44029535596501,142.720991464873
MYS,2014,120.578651022847,3.14122940365348,11013.3107334403,3.14299050879095,0.467221522754601,138.312231176843
MYS,2015,123.10362963114,3.27094402931735,9648.6797937523,2.10438980238359,0.545442877050346,131.37007244526
MYS,2016,121.979820601963,4.47130958598651,9476.53409809923,2.09056659525742,0.532410432040043,126.8990100257
MYS,2017,117.167568374282,2.93582038058561,9862.54806612235,3.87120115774237,0.516733919100736,133.155173371956
MYS,2018,120.276311883907,2.31458721219734,10901.8019954421,0.884709160571235,0.469796796132669,130.402625502126
MYS,2019,120.706946299114,2.50697705748044,10920.191763972,0.662891865764326,0.437418180236884,123.028562027943
MYS,2020,133.816995520751,1.20275464255821,9957.52626697613,-1.1387021539305,0.422776119475251,116.788182437638
MYS,2021,127.260894609568,5.41625984914692,10903.1116425938,2.47710241465447,0.415301672158482,134.035994690727
MYS,2022,113.132875531132,3.68689336269238,11748.0919307944,3.37869862549928,0.396882023362933,146.505418280787
MYS,2023,117.171818736597,1.98111065098392,11379.0851923557,2.48886560125754,0.426423731973593,132.064307278667
MYS,2024,116.171089271379,3.69532630320576,11867.2586435443,1.834100204499,0.380423194742509,137.366341205831
PHL,2010,28.3324788107778,0.513698049517663,2162.91375885614,3.78983634797591,10.3454184113586,66.1042785137797
PHL,2011,30.497639750655,0.856963002985963,2383.91892522087,4.7184170471842,9.84286049520812,60.7958366999075
PHL,2012,31.9053759841345,1.22763000703119,2614.61644401308,3.02696391124796,9.39585704973622,57.8420055133082
PHL,2013,34.3357279070115,1.31642638378197,2781.27957677397,2.58268766141795,9.41055797221716,55.8247812320298
PHL,2014,37.5782838049623,1.92937522802216,2866.83803761407,3.59782343864211,9.64449879049473,57.4681720875945
PHL,2015,39.9037835751425,1.84018010717942,2909.85818010301,0.674192536845408,9.72419552564766,59.1415921053094
PHL,2016,42.8645179928199,2.59850803494211,2985.19564024046,1.25369880080982,9.7738023395632,61.7760657653871
PHL,2017,45.6051977878358,3.12238778404896,3038.12124959289,2.85318772590947,9.98833927166016,68.1683697426727
PHL,2018,47.5627907969006,2.86833826070497,3168.51036609727,5.30934661627707,9.74765976052021,72.1633982990273
PHL,2019,47.9736686643137,2.30117498598294,3400.78949767074,2.39206534422404,9.33261353281526,68.8418422595678
PHL,2020,52.0356914003601,1.88586363211171,3227.57910235199,2.3931623931624,9.64277376552081,58.1695603022281
PHL,2021,49.941324910651,3.04078855310047,3484.38593882819,3.92718022100332,9.3089291628606,63.4846098136712
PHL,2022,48.8730299164323,2.3475097233369,3548.06930572116,5.82115811213955,9.40977059288243,72.4296836107599
PHL,2023,48.3110407108785,2.0421035482067,3804.08274131097,5.97802515541409,8.9455180769963,67.4199693173966
PHL,2024,49.8136655061316,1.93446680873633,3984.8315387656,3.21260487006347,8.72571015588727,65.8854725286968
SGP,2010,94.8584026979012,23.0694716770803,47236.683084953,2.82884527612958,0.0,369.685555787646
SGP,2011,104.703673841577,17.5960314065855,53891.4570264372,5.25115624639373,0.0,379.098631377539
SGP,2012,112.973543165736,18.7435244231802,55547.5553077786,4.58084479423094,0.0,369.212965787665
SGP,2013,124.065951568619,20.9344810446532,56967.4257940383,2.36439793742726,0.0,367.041780049019
SGP,2014,128.129763309946,21.8184880782679,57564.8023114977,1.03316955857629,0.0,360.467319166237
SGP,2015,122.421353845761,22.6541826890492,55645.6068614606,-0.521975611895763,0.0,329.471398940262
SGP,2016,123.483066251546,20.3766287562495,57005.5887176547,-0.529809760375464,0.0,302.839656046574
SGP,2017,120.835774929407,29.6706126230571,61236.251270627,0.576763191179996,0.0,316.794409287568
SGP,2018,117.705383912056,22.1183772606386,66881.6067035265,0.438784215129623,0.0,326.59658728675
SGP,2019,119.467541690019,28.331550432164,65952.0378959293,0.567829988405447,0.0,324.394985115301
SGP,2020,129.190831594566,22.841082837391,61410.0792630788,-0.172111865925382,0.0,332.040805481913
SGP,2021,,33.3045808694371,80056.1288247844,2.31610315765146,0.0,329.161383683762
SGP,2022,,29.414237864711,90299.0694637269,6.13095418919732,0.0,332.34956775484
SGP,2023,,26.2141035698283,85412.230345235,4.83372362825798,0.0,325.69322405378
SGP,2024,,27.7575647897243,90674.066632628,2.38951123595017,,322.371427934716
THA,2010,115.747568600025,4.32320928209174,4973.86288823778,3.24758842443723,1.29964762665379,127.250522638251
THA,2011,130.672937960862,0.667087644548593,5373.6232832898,3.80879058139634,1.41730161893501,139.675407224576
THA,2012,136.230998631992,3.24456444314608,5725.52802835463,3.01489950334985,1.42288274079939,137.67493851024
THA,2013,142.363202683937,3.79126450872817,6018.08244729255,2.18488618530687,1.56657940260133,132.462274174269
THA,2014,145.564225761056,1.22145318013998,5801.1978916205,1.8951418189878,1.60164242752634,130.905495444398
THA,2015,149.373253475137,2.22468548959784,5688.85335397884,-0.900424963291569,1.46890617750532,124.839662152526
THA,2016,146.223949449024,0.843364340718618,5833.57715617098,0.188149704448143,1.51682060620959,120.57522728913
THA,2017,144.640307265206,1.81550260101987,6413.09182530343,0.665631893135106,1.47255762472915,120.891427433638
THA,2018,144.088791675771,2.71279835138662,7099.77650081458,1.06389754183024,1.47331423952061,120.841864730984
THA,2019,143.369163383068,1.01734877580041,7605.69657797759,0.706728601314311,1.50046181658386,109.689514715166
THA,2020,160.110920105828,-0.857989527274493,6985.64393892574,-0.845937147357041,1.6498683103581,97.8007432465178
THA,2021,164.095042230688,3.04025282072431,7057.20754802279,1.23039541318384,1.79078211634948,117.252944620852
THA,2022,156.452416603849,2.39179841841839,6909.35281815827,-1.61068030486688,1.79902603650806,132.858712082871
THA,2023,154.140780148938,1.26302894982683,7195.10130919449,8.47805174421543,1.8786395323162,128.824114152375
THA,2024,148.008894829978,1.9433895189823,7345.13569000377,1.36580540798037,1.82071663440562,136.774745092771
VNM,2010,90.3531701049882,5.4347392933443,1683.16182443979,9.20746648778413,5.14194271391537,113.977687539714
VNM,2011,79.9430818204467,4.30487434902161,1950.92504174913,18.6777322770707,4.82400859084171,125.260577940829
VNM,2012,75.5493913710905,4.27832287681174,2185.11767654291,9.09470339557192,4.04518291124934,123.224116745985
VNM,2013,77.5581108210475,4.16454517277325,2359.51736472828,6.59267475899192,4.41207825102011,130.846354866743
VNM,2014,80.0010314902415,3.94086189051961,2546.38464459903,4.08455446637617,4.19530449519011,135.410521454361
VNM,2015,90.399227327709,4.93190773329022,2577.56885340113,0.631200905175754,3.36485543217987,144.914228195237
VNM,2016,98.8589607655139,4.90089302916746,2735.0604380416,2.66824816969082,3.32797565973604,145.409507973118
VNM,2017,103.972032257471,5.01148721749681,2956.10992127753,3.52025688811617,3.34298428192977,160.98008365887
VNM,2018,105.275984683547,4.99828319622328,3222.31003125366,3.53962805942641,3.28640694383908,164.663936775893
VNM,2019,108.031900933361,4.821074861051,3440.90025375434,2.7958236745225,3.25548904943051,164.704215031408
VNM,2020,115.525349937741,4.55836196782424,3534.03953482647,3.22093436652514,3.0911959715008,163.245862814935
VNM,2021,124.282898747665,4.27314566190187,3704.1935590038,1.83471554810444,3.47147757606586,186.675832836814
VNM,2022,124.961478822546,4.32947308910883,4147.69777213621,3.15650749963129,3.19268406571154,183.153619147836
VNM,2023,,4.26407109843686,4323.35031982451,3.25289282667662,3.2268646150333,164.818071269894
VNM,2024,,4.23394171325231,4717.29028732449,3.62109273885843,,
